Count,Order ID,Invoice,Payment Date,Order Status,Product ID,Product Name,Quantity,Stock Keeping Unit (SKU),Notes,Price (Rp.),Discount Amount (Rp.),Subsidi Amount (Rp.),Courier,Shipping Price + fee (Rp.),Insurance (Rp.),Total Shipping Fee (Rp.),Total Amount (Rp.),AWB,Jenis Layanan,Bebas Ongkir,Warehouse Origin,Campaign Name,city,user_id
,724560760,INV/20210301/XXI/III/766121726,01-03-2021 07:53:11,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455403,"miniletics Celana Wanita Ready Anywhere Crop - Lavender Grey, M",1,RACrop_LavenderGrey_M,,249500,0,0,GrabExpress(Instant),12500,0,12500,2593500,IN-2-0IUPBBUNJSIWHKRC8T44,Same Day,No,Shop Location,-,Kupang,140
,724560760,INV/20210301/XXI/III/766121726,01-03-2021 07:53:11,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455397,"miniletics Celana Wanita Ready Anywhere Crop - Black, M",1,RACrop_Black_M,,249500,0,0,GrabExpress(Instant),12500,0,12500,2593500,IN-2-0IUPBBUNJSIWHKRC8T44,Same Day,No,Shop Location,-,Kupang,140
,724560760,INV/20210301/XXI/III/766121726,01-03-2021 07:53:11,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455406,"miniletics Celana Wanita Ready Anywhere Crop - Alabaster Cream, M",1,RACrop_AlabasterCream_M,,249500,0,0,GrabExpress(Instant),12500,0,12500,2593500,IN-2-0IUPBBUNJSIWHKRC8T44,Same Day,No,Shop Location,-,Kupang,140
2,724794153,INV/20210301/XXI/III/766355119,01-03-2021 11:37:54,"Transaksi selesai..
Dana akan diteruskan ke penjual.",979812349,"miniletics Sports Bra Born to be Bra-ve, with A/B bra cup - Blue, S",1,BBB_Blue_S,,139500,0,0,AnterAja(Reguler),7500,0,7500,147000,10000939635007,-,Yes,Shop Location,-,Bekasi,82
3,725506155,INV/20210302/XXI/III/767067121,02-03-2021 06:55:47,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987965992,"miniletics Legging Olahraga Wanita Motion Legging Full - Grey, L",1,MOLFull_Grey_L,,244500,0,0,AnterAja(Reguler),7500,0,7500,396000,10000943175740,-,No,Shop Location,-,Bekasi,119
,725506155,INV/20210302/XXI/III/767067121,02-03-2021 06:55:47,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046900476,"miniletics Baju Olahraga Wanita Tank Top Tie It Strong Tank - Dusty Orange, M",1,TST_DustyOrange_M,,144000,0,0,AnterAja(Reguler),7500,0,7500,396000,10000943175740,-,No,Shop Location,-,Bekasi,119
4,725627831,INV/20210302/XXI/III/767188797,02-03-2021 09:42:50,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987838459,"miniletics Legging Olahraga Wanita Motion Legging Capri 3/4 - Purple, L",1,MOL34_Purple_L,,234500,0,0,AnterAja(Reguler),15000,0,15000,913000,10000943168748,-,Yes,Shop Location,-,Landak,0
,725627831,INV/20210302/XXI/III/767188797,02-03-2021 09:42:50,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1495280661,"miniletics Celana Olahraga Wanita Motion Shorts (Limited Edition) - Black Camo, L",1,MOLShorts_BlackCamo_L,,174500,0,0,AnterAja(Reguler),15000,0,15000,913000,10000943168748,-,Yes,Shop Location,-,Landak,0
,725627831,INV/20210302/XXI/III/767188797,02-03-2021 09:42:50,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1629571157,"miniletics Legging Olahraga Wanita Motion Legging Full - Black, XL",1,MOLFull_Black_XL,,244500,0,0,AnterAja(Reguler),15000,0,15000,913000,10000943168748,-,Yes,Shop Location,-,Landak,0
,725627831,INV/20210302/XXI/III/767188797,02-03-2021 09:42:50,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987965990,"miniletics Legging Olahraga Wanita Motion Legging Full - Black, L",1,MOLFull_Black_L,,244500,0,0,AnterAja(Reguler),15000,0,15000,913000,10000943168748,-,Yes,Shop Location,-,Landak,0
5,726032956,INV/20210302/XXI/III/767593922,02-03-2021 15:59:34,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1403131933,"miniletics Tank Top Olahraga Wanita Feel Free Basic Crop Tank - Cold Purple, M",1,FFT_ColdPurple_M,,134000,0,0,AnterAja(Reguler),7500,0,7500,141500,10000948077728,-,Yes,Shop Location,-,Jakarta timur,225
6,726236624,INV/20210302/XXI/III/767797590,02-03-2021 20:23:23,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237671405,"miniletics Sports Bra Embrace Bra High Neck, with A/B cup - Mauve Pink, S",1,EMBHigh_MauvePink_S,,174500,0,0,SiCepat(Regular Package),12500,0,12500,431500,000482338351,-,Yes,Shop Location,-,Gianyar,7
,726236624,INV/20210302/XXI/III/767797590,02-03-2021 20:23:23,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1240390318,"miniletics Legging Olahraga Wanita Motion Legging Full - Mauve Pink, XS",1,MOLFull_MauvePink_XS,,244500,0,0,SiCepat(Regular Package),12500,0,12500,431500,000482338351,-,Yes,Shop Location,-,Gianyar,7
7,726792862,INV/20210303/XXI/III/768353828,03-03-2021 13:01:46,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043879037,"miniletics Sports Bra Alleviate Bra, with A/B bra cup - Black, L",1,ALB_Black_L,,169500,0,0,JNE(OKE),6000,0,6000,309500,TJE1620602266241,-,No,Shop Location,-,Jakarta barat,145
,726792862,INV/20210303/XXI/III/768353828,03-03-2021 13:01:46,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1074068239,"miniletics Tank Top Olahraga Wanita Feel Free Basic Crop Tank - Dark Blue, L",1,FFT_DarkBlue_L,,134000,0,0,JNE(OKE),6000,0,6000,309500,TJE1620602266241,-,No,Shop Location,-,Jakarta barat,145
8,727607695,INV/20210304/XXI/III/769168661,04-03-2021 11:10:31,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987838453,"miniletics Legging Olahraga Wanita Motion Legging Capri 3/4 - Pink, M",1,MOL34_Pink_M,,234500,0,0,AnterAja(Reguler),7500,0,7500,242000,10000954271301,-,Yes,Shop Location,-,Jakarta selatan,183
9,727720391,INV/20210304/XXI/III/769281357,04-03-2021 12:55:40,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237653207,"miniletics Sports Bra Vibrant Y Bra, with A/B cup - Mauve Pink, S",1,VibY_MauvePink_M,,174500,0,0,AnterAja(Reguler),7500,0,7500,426500,10000954702825,-,Yes,Shop Location,-,Jakarta selatan,74
,727720391,INV/20210304/XXI/III/769281357,04-03-2021 12:55:40,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987965990,"miniletics Legging Olahraga Wanita Motion Legging Full - Black, L",1,MOLFull_Black_L,,244500,0,0,AnterAja(Reguler),7500,0,7500,426500,10000954702825,-,Yes,Shop Location,-,Jakarta selatan,74
10,727911029,INV/20210304/XXI/III/769471995,04-03-2021 16:15:28,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1005923207,"miniletics Tank Top Olahraga Wanita Notice Mi 2 in 1 Tank, A/B cup - White, S",1,NMT_White_S,,199500,0,0,SiCepat(Regular Package),3000,0,3000,202500,000482912921,-,Yes,Shop Location,-,Surabaya,179
11,728163218,INV/20210304/XXI/III/769724184,04-03-2021 22:19:45,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455398,"miniletics Celana Wanita Ready Anywhere Crop - Black, L",1,RACrop_Black_L,,249500,0,0,AnterAja(Reguler),7500,0,7500,257000,10000957819274,-,Yes,Shop Location,-,Jakarta selatan,218
12,728439539,INV/20210305/XXI/III/770000505,05-03-2021 10:48:17,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1646783327,"miniletics Sports Bra Embrace Bra High Neck, with A/B cup - White, XL",1,EMBHigh_White_XL,,174500,0,0,SiCepat(Regular Package),3000,0,3000,177500,000482952019,-,Yes,Shop Location,-,Surabaya,199
13,728515521,INV/20210305/XXI/III/770076487,05-03-2021 12:00:28,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1242587687,"miniletics Celana Olahraga Wanita Sprint Shorts - Black, S",1,SPRShorts_Black_S,,164500,0,0,AnterAja(Reguler),7500,0,7500,521000,10000958582184,-,Yes,Shop Location,-,Jakarta utara,44
,728515521,INV/20210305/XXI/III/770076487,05-03-2021 12:00:28,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060290,"miniletics Sports Bra Power High Neck Bra, with A/B cup - Magenta, S",1,PWRHigh_Magenta_S,,174500,0,0,AnterAja(Reguler),7500,0,7500,521000,10000958582184,-,Yes,Shop Location,-,Jakarta utara,44
,728515521,INV/20210305/XXI/III/770076487,05-03-2021 12:00:28,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060292,"miniletics Sports Bra Power High Neck Bra, with A/B cup - Black, S",1,PWRHigh_Black_M,,174500,0,0,AnterAja(Reguler),7500,0,7500,521000,10000958582184,-,Yes,Shop Location,-,Jakarta utara,44
14,728525416,INV/20210305/XXI/III/770086382,05-03-2021 12:01:29,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060292,"miniletics Sports Bra Power High Neck Bra, with A/B cup - Black, S",1,PWRHigh_Black_M,,174500,0,0,AnterAja(Reguler),10000,0,10000,598500,10000958581994,-,Yes,Shop Location,-,Bandung,57
,728525416,INV/20210305/XXI/III/770086382,05-03-2021 12:01:29,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043879030,"miniletics Sports Bra Alleviate Bra, with A/B bra cup - White, S",1,ALB_White_S,,169500,0,0,AnterAja(Reguler),10000,0,10000,598500,10000958581994,-,Yes,Shop Location,-,Bandung,57
,728525416,INV/20210305/XXI/III/770086382,05-03-2021 12:01:29,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987965986,"miniletics Legging Olahraga Wanita Motion Legging Full - Black, M",1,MOLFull_Black_M,,244500,0,0,AnterAja(Reguler),10000,0,10000,598500,10000958581994,-,Yes,Shop Location,-,Bandung,57
15,728740154,INV/20210305/XXI/III/770301120,05-03-2021 15:54:03,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046907629,"miniletics Sports Bra Wanita Embrace Bra (support with A/B bra cup) - Cream, M",1,EMB_Cream_M,,174500,0,0,Gojek(Instant Courier),5500,0,5500,180000,GK-11-394751865,Same Day,No,Shop Location,-,Surabaya,178
16,728917658,INV/20210305/XXI/III/770478624,05-03-2021 20:28:06,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237671406,"miniletics Sports Bra Embrace Bra High Neck, with A/B cup - Mauve Pink, M",1,EMBHigh_MauvePink_M,,174500,0,0,SiCepat(Regular Package),21000,0,21000,195500,000483153532,-,Yes,Shop Location,-,Bengkulu,173
17,728938294,INV/20210305/XXI/III/770499260,05-03-2021 20:59:56,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1495250105,"miniletics Celana Olahraga Wanita Sprint Shorts - Grey, M",1,SPRShorts_Grey_M,,164500,0,0,AnterAja(Reguler),22500,0,22500,356500,10000961194444,-,Yes,Shop Location,-,Padang,18
,728938294,INV/20210305/XXI/III/770499260,05-03-2021 20:59:56,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1240347301,"miniletics Sports Bra Alleviate Bra, with A/B bra cup - Periwinkle, M",1,ALB_Periwinkle_M,,169500,0,0,AnterAja(Reguler),22500,0,22500,356500,10000961194444,-,Yes,Shop Location,-,Padang,18
18,728955176,INV/20210305/XXI/III/770516142,05-03-2021 21:28:21,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1424506252,"miniletics Sports Bra Vibrant Y Bra, with A/B cup - Eggplant Purple, L",1,VibY_EggplantPurple_L,,174500,0,0,JNE(YES),20500,0,20500,429500,TJX1402716617752,Next Day,No,Shop Location,-,Jakarta utara,254
,728955176,INV/20210305/XXI/III/770516142,05-03-2021 21:28:21,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987838454,"miniletics Legging Olahraga Wanita Motion Legging Capri 3/4 - Purple, M",1,MOL34_Purple_M,,234500,0,0,JNE(YES),20500,0,20500,429500,TJX1402716617752,Next Day,No,Shop Location,-,Jakarta utara,254
19,728957206,INV/20210305/XXI/III/770518172,05-03-2021 21:30:49,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1005874855,"miniletics Legging Olahraga Wanita Motion Legging Full - Black, XS",1,MOLFull_Black_XS,,244500,0,0,SiCepat(Regular Package),25000,0,25000,783000,000483153531,-,Yes,Shop Location,-,Gianyar,7
,728957206,INV/20210305/XXI/III/770518172,05-03-2021 21:30:49,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043985770,"miniletics Sports Bra Wanita Embrace Bra (support with A/B bra cup) - Black,S",1,EMB_Black_S,,174500,0,0,SiCepat(Regular Package),25000,0,25000,783000,000483153531,-,Yes,Shop Location,-,Gianyar,7
,728957206,INV/20210305/XXI/III/770518172,05-03-2021 21:30:49,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237653209,"miniletics Sports Bra Vibrant Y Bra, with A/B cup - Grey, S",1,VibY_Grey_S,,174500,0,0,SiCepat(Regular Package),25000,0,25000,783000,000483153531,-,Yes,Shop Location,-,Gianyar,7
,728957206,INV/20210305/XXI/III/770518172,05-03-2021 21:30:49,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1242587687,"miniletics Celana Olahraga Wanita Sprint Shorts - Black, S",1,SPRShorts_Black_S,,164500,0,0,SiCepat(Regular Package),25000,0,25000,783000,000483153531,-,Yes,Shop Location,-,Gianyar,7
20,729566062,INV/20210306/XXI/III/771127028,06-03-2021 16:53:12,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237671405,"miniletics Sports Bra Embrace Bra High Neck, with A/B cup - Mauve Pink, S",1,EMBHigh_MauvePink_S,,174500,0,0,AnterAja(Reguler),7500,0,7500,182000,10000967713830,-,Yes,Shop Location,-,Landak,175
21,729727182,INV/20210306/XXI/III/771288148,06-03-2021 21:24:34,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1223020803,"miniletics Legging Olahraga Wanita Motion Legging Full - Dusty Orange,M",1,MOLFull_DustyOrange_M,,244500,0,0,AnterAja(Reguler),7500,0,7500,396000,10000967719274,-,No,Shop Location,-,Bekasi,119
,729727182,INV/20210306/XXI/III/771288148,06-03-2021 21:24:34,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043821300,"miniletics Baju Olahraga Wanita Tank Top Tie It Strong Tank - Black, M",1,TST_Black_M,,144000,0,0,AnterAja(Reguler),7500,0,7500,396000,10000967719274,-,No,Shop Location,-,Bekasi,119
22,729732020,INV/20210306/XXI/III/771292986,06-03-2021 21:33:50,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060290,"miniletics Sports Bra Power High Neck Bra, with A/B cup - Magenta, S",1,PWRHigh_Magenta_S,,174500,0,0,JNE(YES),20500,0,20500,195000,TJX1011337506112,Next Day,No,Shop Location,-,Jakarta selatan,23
23,729849907,INV/20210307/XXI/III/771410873,07-03-2021 06:58:47,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1495280660,"miniletics Celana Olahraga Wanita Motion Shorts (Limited Edition) - Black Camo, M",1,MOLShorts_BlackCamo_M,,174500,0,0,AnterAja(Reguler),7500,0,7500,182000,10000967716745,-,Yes,Shop Location,-,Jakarta selatan,21
24,729878738,INV/20210307/XXI/III/771439704,07-03-2021 08:19:18,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237671403,"miniletics Sports Bra Embrace Bra High Neck, with A/B cup - Periwinkle, S",1,EMBHigh_Periwinkle_S,,174500,0,0,SiCepat(Regular Package),28000,0,28000,202500,000483613493,-,Yes,Shop Location,-,Dumai,69
25,730162382,INV/20210307/XXI/III/771723348,07-03-2021 15:11:57,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046903881,"miniletics Sports Bra Alleviate Bra, with A/B bra cup - Coral, M",1,ALB_Coral_M,,169500,0,0,AnterAja(Reguler),7500,0,7500,177000,10000967713542,-,Yes,Shop Location,-,Jakarta utara,146
26,730247948,INV/20210307/XXI/III/771808914,07-03-2021 17:29:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",980008156,"miniletics Tank Top Olahraga Wanita Cross Limit (Cropped Tank) - Black,S",1,CLT_Black_S,,139500,0,0,AnterAja(Same Day),7000,0,7000,1389500,10000967716851,Same Day,No,Shop Location,-,Surabaya,58
,730247948,INV/20210307/XXI/III/771808914,07-03-2021 17:29:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987719057,"miniletics Baju Olahraga Wanita Kaos Sans Short Sleeve - White, M",1,Sans_White_M,,164000,0,0,AnterAja(Same Day),7000,0,7000,1389500,10000967716851,Same Day,No,Shop Location,-,Surabaya,58
,730247948,INV/20210307/XXI/III/771808914,07-03-2021 17:29:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987719055,"miniletics Baju Olahraga Wanita Kaos Sans Short Sleeve - Pink, S",1,Sans_Pink_S,,164000,0,0,AnterAja(Same Day),7000,0,7000,1389500,10000967716851,Same Day,No,Shop Location,-,Surabaya,58
,730247948,INV/20210307/XXI/III/771808914,07-03-2021 17:29:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043821300,"miniletics Baju Olahraga Wanita Tank Top Tie It Strong Tank - Black, M",1,TST_Black_M,,144000,0,0,AnterAja(Same Day),7000,0,7000,1389500,10000967716851,Same Day,No,Shop Location,-,Surabaya,58
,730247948,INV/20210307/XXI/III/771808914,07-03-2021 17:29:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046900476,"miniletics Baju Olahraga Wanita Tank Top Tie It Strong Tank - Dusty Orange, M",1,TST_DustyOrange_M,,144000,0,0,AnterAja(Same Day),7000,0,7000,1389500,10000967716851,Same Day,No,Shop Location,-,Surabaya,58
,730247948,INV/20210307/XXI/III/771808914,07-03-2021 17:29:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046900479,"miniletics Baju Olahraga Wanita Tank Top Tie It Strong Tank - Soft Pink, M",1,TST_SoftPink_M,,144000,0,0,AnterAja(Same Day),7000,0,7000,1389500,10000967716851,Same Day,No,Shop Location,-,Surabaya,58
,730247948,INV/20210307/XXI/III/771808914,07-03-2021 17:29:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043821297,"miniletics Baju Olahraga Wanita Tank Top Tie It Strong Tank - Black, S",1,TST_Black_S,,144000,0,0,AnterAja(Same Day),7000,0,7000,1389500,10000967716851,Same Day,No,Shop Location,-,Surabaya,58
,730247948,INV/20210307/XXI/III/771808914,07-03-2021 17:29:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338102458,"miniletics Tank Top Olahraga Wanita All Day Tank - Pink Lace, S",1,ADTank_PinkLace_S,,169500,0,0,AnterAja(Same Day),7000,0,7000,1389500,10000967716851,Same Day,No,Shop Location,-,Surabaya,58
,730247948,INV/20210307/XXI/III/771808914,07-03-2021 17:29:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338102456,"miniletics Tank Top Olahraga Wanita All Day Tank - Black, M",1,ADTank_Black_M,,169500,0,0,AnterAja(Same Day),7000,0,7000,1389500,10000967716851,Same Day,No,Shop Location,-,Surabaya,58
27,730309767,INV/20210307/XXI/III/771870733,07-03-2021 19:00:27,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1495205314,"miniletics Sports Bra Power High Neck Bra, with A/B cup - Magenta, L",1,PWRHigh_Magenta_L,,174500,0,0,AnterAja(Reguler),7500,0,7500,182000,10000967716453,-,Yes,Shop Location,-,Jakarta selatan,183
28,730311529,INV/20210307/XXI/III/771872495,07-03-2021 19:01:27,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1495205315,"miniletics Sports Bra Power High Neck Bra, with A/B cup - Black, L",1,PWRHigh_Black_L,,174500,0,0,AnterAja(Reguler),7500,0,7500,182000,10000967713821,-,Yes,Shop Location,-,Jakarta utara,181
29,730694754,INV/20210308/XXI/III/772255720,08-03-2021 09:39:39,Transaksi ditolak.,1338151459,"miniletics Baju Olahraga Wanita Kaos Pure Tee-nergy (Long Sleeve) - Black, M",1,PureLong_Black_M,,194500,0,0,AnterAja(Reguler),7500,0,7500,202000,,-,No,Shop Location,-,Tangerang,245
30,730741102,INV/20210308/XXI/III/772302068,08-03-2021 10:18:25,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1240390320,"miniletics Legging Olahraga Wanita Motion Legging Full - Mauve Pink, M",1,MOLFull_MauvePink_M,,244500,0,0,SiCepat(GOKIL),22500,0,22500,1533500,000483685332,-,Yes,Shop Location,-,Bandung,57
,730741102,INV/20210308/XXI/III/772302068,08-03-2021 10:18:25,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1242587687,"miniletics Celana Olahraga Wanita Sprint Shorts - Black, S",1,SPRShorts_Black_S,,164500,0,0,SiCepat(GOKIL),22500,0,22500,1533500,000483685332,-,Yes,Shop Location,-,Bandung,57
,730741102,INV/20210308/XXI/III/772302068,08-03-2021 10:18:25,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237671405,"miniletics Sports Bra Embrace Bra High Neck, with A/B cup - Mauve Pink, S",1,EMBHigh_MauvePink_S,,174500,0,0,SiCepat(GOKIL),22500,0,22500,1533500,000483685332,-,Yes,Shop Location,-,Bandung,57
,730741102,INV/20210308/XXI/III/772302068,08-03-2021 10:18:25,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1222846777,"miniletics Sports Bra Wanita Embrace Bra (support with A/B bra cup) - Dusty Orange, S",1,EMB_DustyOrange_S,,174500,0,0,SiCepat(GOKIL),22500,0,22500,1533500,000483685332,-,Yes,Shop Location,-,Bandung,57
,730741102,INV/20210308/XXI/III/772302068,08-03-2021 10:18:25,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043879031,"miniletics Sports Bra Alleviate Bra, with A/B bra cup - Black, S",1,ALB_Black_S,,169500,0,0,SiCepat(GOKIL),22500,0,22500,1533500,000483685332,-,Yes,Shop Location,-,Bandung,57
,730741102,INV/20210308/XXI/III/772302068,08-03-2021 10:18:25,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1240347300,"miniletics Sports Bra Alleviate Bra, with A/B bra cup - Periwinkle, S",1,ALB_Periwinkle_S,,169500,0,0,SiCepat(GOKIL),22500,0,22500,1533500,000483685332,-,Yes,Shop Location,-,Bandung,57
,730741102,INV/20210308/XXI/III/772302068,08-03-2021 10:18:25,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046903880,"miniletics Sports Bra Alleviate Bra, with A/B bra cup - Coral, S",1,ALB_Coral_S,,169500,0,0,SiCepat(GOKIL),22500,0,22500,1533500,000483685332,-,Yes,Shop Location,-,Bandung,57
,730741102,INV/20210308/XXI/III/772302068,08-03-2021 10:18:25,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987965988,"miniletics Legging Olahraga Wanita Motion Legging Full - Grey, M",1,MOLFull_Grey_M,,244500,0,0,SiCepat(GOKIL),22500,0,22500,1533500,000483685332,-,Yes,Shop Location,-,Bandung,57
31,730646913,INV/20210308/XXI/III/772207879,08-03-2021 11:33:15,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046903881,"miniletics Sports Bra Alleviate Bra, with A/B bra cup - Coral, M",1,ALB_Coral_M,,169500,0,0,JNE(OKE),6000,0,6000,175500,TJE1311215878686,-,No,Shop Location,-,Jakarta selatan,123
